smiles,score,time
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,-7.33,13.039
COCCNC(=O)C1CCN(c2nc(N3CCCC3)nc(N3CCCC3)n2)CC1,-8.19,5.822
CC1(C)C2CCC1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,-9.93,6.833
COc1cc(Cc2cnc(N)nc2N)cc2c1N(C)C(C)(C)C=C2C,-8.53,5.768
Cc1ccccc1C(CC(=O)O)NC(=O)c1cncc(-c2ccccc2Cl)c1,-10.94,9.873
Nc1ncnc2c1N=C(c1cccc(NC(=O)Nc3ccccc3)c1)CCN2,-10.95,7.528
Cc1nnc2sc(C(=O)NC3CN(c4cncc(F)c4)C3)c(N)c2c1C,-9.37,6.706
CC(C)Oc1ccccc1N1CCN(Cc2cc(C(=O)N3CCCCCC3)cs2)CC1,-8.89,9.048
CCOC(=O)c1c(NC(=O)CC)sc(C(=O)NC2CCCC2)c1C,-7.97,7.803
O=S(=O)(C=Cc1ccccc1)Cc1ccc(Nc2ncnc3ccccc23)cc1,-12.19,7.884
O=S(=O)(c1ccc2c(c1)OCO2)N1CCOc2ccccc21,-9.11,4.583
N=C(N)c1ccnc(-c2cccc(-c3cc(C(=N)N)ccn3)c2)c1,-9.7,6.719
O=C(CSC(=S)N1CCCCC1)Nc1nc2c(s1)CCCC2,-8.81,4.245
O=C1CCc2cc(NC(=O)c3ccc(N4CCC(O)CC4)cc3)ccc2N1,-10.89,5.715
CCc1c(OC)nc2nc(-c3noc(C(F)(F)F)n3)cn2c1C,-8.78,5.235
CCN(CC)S(=O)(=O)CC(=O)Nc1ccc(Cl)cc1Cl,-7.59,5.567
CC1N(C)C(=O)COC12CCN(C(=O)Cc1ccsc1)CC2,-7.6,4.605
Cc1cc(C)c(NC(=O)CN2C(=O)NC3(CCc4ccccc43)C2=O)c(Cl)c1,-9.48,6.527
CC(C)n1nc(-c2ccc3onc(N)c3c2)c2c(N)ncnc21,-8.91,4.952
CCC(C)C(C(=O)OCCCN(CC)CC)c1ccccc1,-7.43,8.637
COc1ccc(NC(=O)C2C(C(=O)NCCC(N)=O)C3C=CC2C32CC2)cc1,-9.07,9.163
COc1ccc(C2CC3CN(Cc4ccccc4OC)C(=O)C34CCCN24)cc1C,-8.66,7.553
CCSC(=S)SCC(=O)c1ccc(OC)cc1OC,-6.67,5.319
COc1ccc(C(=O)CC(C)C)c(OCC(O)CNC(C)C)c1,-7.09,9.962
COc1ccccc1N(CC(=O)NCCSC(C)(C)C)S(C)(=O)=O,-7.42,7.917
O=C(NCCc1cc(N2CCOCC2)nc(NC2CC2)n1)C1CCCO1,-8.64,6.57
CC1CCC2C(=O)N(c3cccc(C(=O)Nc4ccccc4Cl)c3)C(=O)C2C1,-11.79,6.912
Clc1ccc(-c2ccnc3nc(N4CCOCC4)nn23)c(Cl)c1,-7.51,3.851
CN(C)C(c1cccc(OCc2ccccc2)c1)C1COCOC1,-8.37,7.206
Cc1cn(-c2ccc(-c3nc(Nc4cc(C(F)(F)F)ccc4F)n(C)n3)cc2)cn1,-10.62,7.852
CC(C)OP(=O)(OC(C)C)C(O)c1ccc(N(C)C)cc1,-7.75,6.182
COCC#CCC(NS(=O)(=O)c1ccc(NC(=O)N2CCCC2)cc1)C(=O)O,-9.36,10.165
CC1COCCN1c1nc(-c2cnc(N)cc2F)cc(C(C)(C)S(C)(=O)=O)n1,-7.43,7.677
C#CCNCCCCC(NC(=O)c1ccccc1)C(=O)OC(C)(C)C,-7.36,11.012
CCCC(=O)NC(c1ccc(OC)cc1)c1ccc2cccnc2c1O,-8.44,7.857
CN(C)c1ccc(NC(=O)C(=O)NCC2(O)CCCC2)cc1,-9.14,5.128
Cc1ccc(CN2CCC(N3CC(c4ccc(O)cc4)C3)C2=O)cc1F,-10.42,7.305
CCOC(=O)CCCNC(=O)CCNC(=O)c1ccc(OCCC(C)C)cc1,-7.99,13.239
Clc1ccccc1C=Cc1nc2ccc(C3=NCCN3)cc2[nH]1,-10.59,4.592
C=CCNC(NC(=O)c1ccccc1)(C(=O)OCC)C(F)(F)F,-7.61,8.263
COc1ncnc2c1c(-c1ccsc1)cn2C1OC(CO)C(O)C1O,-7.22,6.58
CCCCN(C(=O)NC(c1ccc(C)cc1)C1CC1)C1CCS(=O)(=O)C1,-7.24,6.313
COc1ccc(-n2c(-c3cccc(C=CC(=O)NO)c3)nc3ccccc32)cc1,-9.25,6.852
NNC(=O)CCN1C(=O)c2ccccc2NC1c1ccc2c(c1)OCO2,-9.13,5.261
Cc1[nH]c2ccccc2c1CC(=O)N1Cc2cnc(CC(C)C)nc2C1,-10.5,4.944
COc1cccc(C(=O)OCC(=O)c2ccc(Br)s2)c1,-7.99,3.888
FC(F)(F)c1nc(-c2ccncc2)ncc1-c1nnnn1-c1ccccc1,-8.81,5.222
O=S(=O)(c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1)N1CCCC1,-8.43,4.518
O=C(CNC(=O)c1ccccc1F)OCc1nc2ccccc2s1,-9.5,5.172
O=C(NCc1ccc(F)c(Cl)c1)c1c(O)c2cccnc2[nH]c1=O,-10.11,4.677
C=CC(C)C(NS(=O)(=O)c1ccc(C)cc1)C(=O)OCC,-7.55,4.96
Cc1nc(-c2ccc(CC(=O)N3CCNC(=O)C3)cc2)cs1,-9.45,3.928
CC(C)CC(NC(=O)CNC(=O)OCc1ccccc1)C(=O)NC#N,-8.54,7.139
CCCc1cccc(-c2cc(NC(=O)C3(C)CNC(=O)C3)nn2-c2ccccc2)c1,-9.62,6.615
CN(CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1)S(=O)(=O)c1cccs1,-8.85,7.387
COc1ccc(C=CC(=O)c2cccc(N3CCNCC3)c2)c(OC)c1,-8.65,5.913
CC(=O)Oc1ccc2c(C)c(Cc3ccccc3)c(=O)oc2c1,-9.5,3.495
COc1cc(NC(=O)c2onc(C)c2Cl)c(OC)cc1Cl,-8.06,3.899
