smiles,score,time
C=Cc3ccc(NC(=O)N2CCN(c1ncccn1)C2)c(Cl)c3,-9.22,3.626
NC(=S)c3ccc(NC(=O)CCc2cc(-c1cccs1)n[nH]2)s3,-8.13,7.015
Cc3cc(C(O)C(C)C(C)c1ccc(Cl)cc1)c2ccccc2c3,-9.9,4.606
CC(=O)c3ccc(N2C(=O)C(c1ccccc1Cl)CC2)cc3,-8.95,4.034
CC(=O)N3ccc(N2CCCC(C)(c1ccc(N)cc1)C2)cc3=O,-9.14,3.821
Cc3ccc(C(=O)Nc2ccc(N1NCC(C)CC1)cc2)cc3,-9.02,4.713
CCCOc3ccc(N2CCS(c1ncccn1)CC2)cc3,-7.67,4.67
NS(=O)(=O)Cc2ccc(CCc1ccc(C(C)=O)o1)cc2,-8.78,4.742
CC(=O)NN=Cc2ccc(S(=O)(=O)c1ccc(Cl)cc1)cc2,-9.9,5.011
CCCc1ccccc1C4(C)C(C(=O)c3ccc(-c2cn[nH]n2)cc3)CC4,-9.34,7.29
NS(=O)(=O)c3cc(Nc1ncccc1NCc2cccnc2)ncc3Br,-8.92,6.066
NC(=O)c4ccc(-c2ccc(N1CCCC1=O)c3ccccc23)cc4,-10.67,3.922
O=CNc3ccc(Nc2nc(-c1cccnn1)no2)c(Cl)c3,-9.2,4.882
NS(=O)(=O)c2ccc(OCC(=O)c1cccc(Cl)c1)cc2,-8.57,4.856
O=C(O)c3ccc(CCNC(=O)c1cccc2ccccc12)cc3,-9.81,4.485
NCC(CC(=O)Cc1ccccc1S)c2ccccc2S,-7.8,5.884
N=C(N)c2ccc(NCCS(=O)(=O)c1ccc(Cl)cc1)cc2,-8.47,4.827
CC(C)c2ccc(OSS(=O)(=O)c1ccc(Cl)cc1)cc2,-8.92,5.067
CC(C)c3ccc(NCC2NS(=O)(=O)c1ccccc12)cc3,-9.13,4.308
N#CCc4ccc(N3CCC(c2cc1ccccc1[nH]2)CC3)cc4,-9.0,4.736
N4=C(S)cc(c3cCCC(c1cccc2ccccc12)C3)cc4,-10.22,3.631
N=Cc4ccc(N3CCC(Nc2cc(-c1cccc(F)c1)nnn2)C3)nc4,-9.84,6.451
