smiles,score,time
COc1ccc(C(=O)NN2C(=O)C3CCC(C)(C2=O)C3(C)C)cc1,-9.06,5.239
N#Cc1ccccc1N1CCN(CCCCN2CC(=O)N3CCCCC3C2=O)CC1,-8.69,8.952
C=CCCC=CC(=O)NCCOc1ccc(CC2SC(=O)NC2=O)cc1,-8.49,8.696
FC(F)(F)c1nnc2n1CCN(c1nc(C3CC3)ns1)C2,-8.06,4.172
N#Cc1cc(-c2c[nH]c3ncccc23)cc(NC2CCC(O)CC2)n1,-9.17,4.552
Cc1ccc(C(=O)CCC(=O)Nc2cc(C(C)C)on2)s1,-8.31,4.713
COC(OC)C(C)NC(=O)NC(=O)c1ccccc1Cl,-7.62,5.003
CC(CC1CCCC1)C(=O)N(C(C)CS(C)(=O)=O)C1CC1,-7.17,4.839
Cn1c(=O)n(CC2CCC(NC(=O)c3cc(Cl)ccc3Cl)CC2)c2ccccc21,-9.62,6.371
O=C(O)Cn1c(=O)c(Sc2ccccc2)nc2ccccc21,-7.94,4.584
COc1ccc(CCNC(=O)NC(=O)c2ccc(Oc3ccccc3)cc2)cc1,-9.59,9.019
CC(=O)NC1C(N=C(N)N)C=C(C(O)O)OC1C(=O)N(C)C,-7.33,6.687
Cc1nc(S(=O)(=O)N2CCC(C)C2C)sc1Br,-6.47,3.809
Cc1cc(O)nc(SCC(=O)NC2CCCc3ccccc32)n1,-8.56,4.55
CC(=O)c1cccc(CN2CCCC(C(=O)Nc3ccc(-c4ccco4)cc3)C2)c1,-9.87,7.944
C=CCc1cc(CNC(C)=O)ccc1OCC(O)CNC(C)C,-8.07,8.433
COc1ccc(NC(=O)CSc2nnc(Cn3nnc4ccccc43)o2)cc1,-9.41,9.142
CCSc1nnc(CNC(=O)C23CC4CC(CC(C4)C2)C3)n1C1CCCCC1,-8.86,8.275
CCOC(=O)CNC(=O)CCc1cccc(I)c1,-7.56,5.072
COc1cc(C)cc2c1C(=O)c1c(O)cc(O)c(Cl)c1C2=O,-8.82,2.23
CN1CCN(c2oc(-c3ccc(COc4ccc(Cl)cc4)o3)nc2C#N)CC1,-9.01,7.934
O=C1c2ccccc2C(=O)c2c(NCCCN(CCCl)CCCl)cccc21,-8.5,7.758
COC(C)CN1CCC2(C)c3cc(O)ccc3CC1C2(C)C,-6.58,3.05
